,loss,accuracy,val_loss,val_accuracy
0,1.8351744413375854,0.31069836020469666,1.7510205507278442,0.42686229944229126
1,1.538617491722107,0.4922807812690735,1.5712716579437256,0.45530474185943604
2,1.276210904121399,0.5776745676994324,1.482959508895874,0.46162527799606323
3,1.0399256944656372,0.6532987356185913,1.4795745611190796,0.4697516858577728
4,0.830057680606842,0.7227113842964172,1.5253393650054932,0.4828442335128784
5,0.6629734039306641,0.7768664956092834,1.4918956756591797,0.50180584192276
6,0.5301897525787354,0.825955867767334,1.479335069656372,0.5119639039039612
7,0.4303656816482544,0.8612350821495056,1.4854315519332886,0.5126410722732544
8,0.3559873402118683,0.8857797384262085,1.534974217414856,0.500677227973938
9,0.29981911182403564,0.9039922952651978,1.596645712852478,0.4914221167564392
10,0.25615930557250977,0.918707013130188,1.6612378358840942,0.4887133240699768
