,precision,recall,f1-score,support
happy,0.6549687282835303,0.8475719424460432,0.7389259114072914,2224.0
sad,0.8273930753564155,0.6207028265851795,0.7092972501091226,2618.0
accuracy,0.724907063197026,0.724907063197026,0.724907063197026,0.724907063197026
macro avg,0.7411809018199729,0.7341373845156114,0.724111580758207,4842.0
weighted avg,0.7481961014014182,0.724907063197026,0.7229061189086119,4842.0
