,precision,recall,f1-score,support
happy,0.847457627118644,0.7317073170731707,0.7853403141361257,205.0
sad,0.8208469055374593,0.9032258064516129,0.8600682593856656,279.0
accuracy,0.8305785123966942,0.8305785123966942,0.8305785123966942,0.8305785123966942
macro avg,0.8341522663280516,0.8174665617623917,0.8227042867608956,484.0
weighted avg,0.8321179756286636,0.8305785123966942,0.828416960261377,484.0
