,precision,recall,f1-score,support
happy,0.8942307692307693,0.4397163120567376,0.589540412044374,423.0
sad,0.6881578947368421,0.9596330275229358,0.8015325670498084,545.0
accuracy,0.7324380165289256,0.7324380165289256,0.7324380165289256,0.7324380165289256
macro avg,0.7911943319838057,0.6996746697898367,0.6955364895470912,968.0
weighted avg,0.7782083347274736,0.7324380165289256,0.7088954993149956,968.0
