,precision,recall,f1-score,support
happy,0.837696335078534,0.7804878048780488,0.8080808080808081,205.0
sad,0.8464163822525598,0.8888888888888888,0.8671328671328671,279.0
accuracy,0.8429752066115702,0.8429752066115702,0.8429752066115702,0.8429752066115702
macro avg,0.842056358665547,0.8346883468834688,0.8376068376068375,484.0
weighted avg,0.8427229738420736,0.8429752066115702,0.8421211479062718,484.0
