,precision,recall,f1-score,support
happy,0.7915543575920935,0.7922661870503597,0.7919101123595507,2224.0
sad,0.823394495412844,0.8227654698242933,0.823079862437906,2618.0
accuracy,0.808756712102437,0.808756712102437,0.808756712102437,0.808756712102437
macro avg,0.8074744265024687,0.8075158284373265,0.8074949873987283,4842.0
weighted avg,0.8087698637496162,0.808756712102437,0.8087631494733742,4842.0
