,precision,recall,f1-score,support
happy,0.7563091482649842,0.8419666374012291,0.7968425425841296,1139.0
sad,0.8564593301435407,0.7765726681127982,0.814562002275313,1383.0
accuracy,0.8061062648691515,0.8061062648691515,0.8061062648691515,0.8061062648691515
macro avg,0.8063842392042624,0.8092696527570137,0.8057022724297213,2522.0
weighted avg,0.8112289347590539,0.8061062648691515,0.8065594389968601,2522.0
