,precision,recall,f1-score,support
happy,0.8469301934398654,0.9055755395683454,0.8752716210343329,2224.0
sad,0.9147727272727273,0.8609625668449198,0.8870523415977961,2618.0
accuracy,0.8814539446509707,0.8814539446509707,0.8814539446509707,0.8814539446509707
macro avg,0.8808514603562964,0.8832690532066325,0.8811619813160645,4842.0
weighted avg,0.8836116791016648,0.8814539446509707,0.8816412877908687,4842.0
