,precision,recall,f1-score,support
happy,0.8695652173913043,0.6829268292682927,0.7650273224043715,205.0
sad,0.7987616099071208,0.9247311827956989,0.8571428571428571,279.0
accuracy,0.8223140495867769,0.8223140495867769,0.8223140495867769,0.8223140495867769
macro avg,0.8341634136492125,0.8038290060319958,0.8110850897736144,484.0
weighted avg,0.828750741176248,0.8223140495867769,0.8181269798259365,484.0
