,precision,recall,f1-score,support
happy,1.0,0.5567010309278351,0.7152317880794702,97.0
sad,0.7828282828282829,1.0,0.878186968838527,155.0
accuracy,0.8293650793650794,0.8293650793650794,0.8293650793650794,0.8293650793650794
macro avg,0.8914141414141414,0.7783505154639175,0.7967093784589986,252.0
weighted avg,0.8664221580888247,0.8293650793650794,0.8154621571971441,252.0
