,precision,recall,f1-score,support
happy,0.8181818181818182,0.7902439024390244,0.8039702233250621,205.0
sad,0.8496503496503497,0.8709677419354839,0.8601769911504425,279.0
accuracy,0.8367768595041323,0.8367768595041323,0.8367768595041323,0.8367768595041323
macro avg,0.833916083916084,0.8306058221872541,0.8320736072377524,484.0
weighted avg,0.8363217361151246,0.8367768595041323,0.8363704056045685,484.0
